============================================================
  万象影视 - 可用 Apple CMS 影视源列表
  来源: https://cdn.45678888.xyz/fx/  (共87个接口)
  检测时间: 2026-07-03 20:28:51
============================================================

共发现 279 个独立的 Apple CMS 源

使用方法:
1. 打开 App → 影视设置 → 资源列表
2. 点击添加 → 输入名称和 URL
3. 或者保存为 TXT 文件批量导入

TXT 批量导入格式 (每行: name,url):
     https://api.wujinapi.com/api.php/provide/vod/

 88. [无尽资源]
     https://api.wujinapi.me/api.php/provide/vod/

 89. [无尽资源]
     https://api.wujinapi.me/api.php/provide/vod/?ac=list

 90. [旺旺资源]
     https://api.wwzy.tv/api.php/provide/vod/?ac=list

 91. [C K 资源]
     https://api.xinlangapi.com/xinlangapi.php/provide/vod

 92. [新浪|点播、新浪资源]
     https://api.xinlangapi.com/xinlangapi.php/provide/vod/

 93. [新浪资源]
     https://api.xinlangapi.com/xinlangapi.php/provide/vod/at/xml/

 94. [🔞易看资源]
     https://api.yikanapi.com/api.php/provide/vod/

 95. [🐝鱼乐资源]
     https://api.ylzy.me/api.php/provide/vod/

 96. [云解析资源网]
     https://api.yparse.com/api/json

 97. [柚子资源]
     https://api.yzzy-api.com/inc/api.php

 98. [优质资源]
     https://api.yzzy-api.com/inc/apijson.php?ac=list

 99. [最大资源]
     https://api.zuidapi.com/api.php/provide/vod/

100. [最大资源]
     https://api.zuidapi.com/api.php/provide/vod/?ac=list

101. [💞探探资源💞]
     https://apittzy.com/api.php/provide/vod/

102. [暴风影音、🚄吾爱影音]
     https://app.bfzyapi.com/api.php/provide/vod/

103. [[Live] 冰 茶]
     https://bc.188766.xyz/?ip=&mishitong=true&mima=mianfeibuhuaqian&json=true

104. [暴風、暴风、🦔暴風┃采集]
     https://bfzyapi.com/api.php/provide/vod

105. [暴风|点播、暴风采集]
     https://bfzyapi.com/api.php/provide/vod/

106. [影视 | 暴風[直连]、暴风资源]
     https://bfzyapi.com/api.php/provide/vod/?ac=list

107. [豆瓣资源]
     https://caiji.dbzy5.com/api.php/provide/vod/at/josn/

108. [快车资源、🐝快车资源]
     https://caiji.kczyapi.com/api.php/provide/vod/

109. [快车|点播]
     https://caiji.kczyapi.com/api.php/provide/vod/from/kcm3u8/

110. [快车资源]
     https://caiji.kuaichezy.org/api.php/provide/vod/?ac=list

111. [茅台资源]
     https://caiji.maotaizy.cc/api.php/provide/vod/?ac=list

112. [影剧资源、茅台资源]
     https://caiji.maotaizy.cc/api.php/provide/vod/at/josn/

113. [魔都|点播、魔都动漫]
     https://caiji.moduapi.cc/api.php/provide/vod/

114. [奶茶资源(已修复)]
     https://caiji.naichaapi.com/inc/api.php

115. [奇虎]
     https://caiji.qhzyapi.com/api.php/provide/vod/

116. [全站资源]
     https://caiji.yueai55.cc:2277/yuelove.php/provide/vod/

117. [[Live] Guovin]
     https://cdn.jsdelivr.net/gh/Guovin/iptv-api@gd/output/result.m3u

118. [影视 | 量子[直连]、量子、量子|点播]
     https://cj.lziapi.com/api.php/provide/vod/

119. [量子资源]
     https://cj.lziapi.com/api.php/provide/vod/?ac=list

120. [✅量子┃影视、🦚量子┃采集]
     https://cj.lziapi.com/api.php/provide/vod/at/xml/

121. [🔥如意┃采集]
     https://cj.rycjapi.com/api.php/provide/vod/

122. [如意资源]
     https://cj.rycjapi.com/api.php/provide/vod/?ac=list

123. [如意资源]
     https://cj.rycjapi.com/api.php/provide/vod/at/xml/

124. [影图|点播、影图资源、🐼时光┃影图、🥪影图影视(聚)]
     https://cj.vodimg.top/api.php/provide/vod/

125. [丫丫|点播、🐝鸭鸭资源]
     https://cj.yayazy.net/api.php/provide/vod/

126. [CK资源、🐝CK 资源]
     https://ckzy.me/api.php/provide/vod/

127. [卧龙资源]
     https://collect.wolongzy.cc/api.php/provide/vod/

128. [卧龙资源]
     https://collect.wolongzy.cc/api.php/provide/vod/?ac=list

129. [卧龙|点播、卧龙资源、🐝卧龙资源]
     https://collect.wolongzyw.com/api.php/provide/vod/

130. [🔞大地av]
     https://dadiapi.com/apple_m3u8.php

131. [豆瓣资源]
     https://dbzy.tv/api.php/provide/vod/?ac=list

132. [蛋蛋魔法]
     https://ddmf.net/api.php/provide/vod

133. [[Live] migu]
     https://develop202.github.io/migu_video/interface.txt

134. [我的TV]
     https://dy.7772888.xyz/api.php/tvbox

135. [[Live] live]
     https://epg.pw/test_channels.m3u

136. [[Live] live.ipv6、[Live] 直播ipv6]
     https://fanmingming.com/txt?url=https://live.fanmingming.com/tv/m3u/ipv6.m3u

137. [[Live] 驸马影视•ITV]
     https://fastgit.cc/https://raw.githubusercontent.com/iTCoffe/Collect-iTV/main/Internet_iTV.m3u

138. [[Live] (直播)SMT(py)]
     https://gcore.jsdelivr.net/gh/doubebly/TVlogo/smt.txt

139. [[Live] LIVE_fan]
     https://gh-proxy.com/https://raw.githubusercontent.com/wwb521/live/main/tv.m3u

140. [[Live] LIVE]
     https://gh-proxy.com/https://raw.githubusercontent.com/wwb521/live/refs/heads/main/tv.m3u

141. [[Live] 南风直播源]
     https://gh-proxy.com/https://raw.githubusercontent.com/yoursmile66/TVBox/main/live.txt

142. [[Live] LIVEfl]
     https://gh-proxy.com/https://raw.githubusercontent.com/zeee-u/lzh06/main/fl.m3u

143. [[Live] Guovin（卡顿请按左┃右键换线）]
     https://gh.cswklt.top/https://raw.githubusercontent.com/Guovin/iptv-api/gd/output/result.txt

144. [[Live] 一木]
     https://gh.cswklt.top/https://raw.githubusercontent.com/xianyuyimu/TVBOX-/main/TVBox/%E4%B8%80%E6%9C%A8%E7%9B%B4%E6%92%AD%E6%BA%90.txt

145. [[Live] 直播]
     https://gh.cswklt.top/https://raw.githubusercontent.com/zwc456baby/iptv_alive/master/live.txt

146. [[Live] vbskycn(ipv4)]
     https://gh.cswklt.top/raw.githubusercontent.com/vbskycn/iptv/refs/heads/master/tv/iptv4.txt

147. [[Live] vbskycn(ipv6)]
     https://gh.cswklt.top/raw.githubusercontent.com/vbskycn/iptv/refs/heads/master/tv/iptv6.txt

148. [[Live] develop202]
     https://gh.llkk.cc/http://raw.githubusercontent.com/develop202/migu_video/refs/heads/main/interface.txt

149. [[Live] 16万•MV]
     https://gh.tryxd.cn/raw.githubusercontent.com/lystv/short/main/影视/tvb/MTV.txt

150. [[Live] Kimentanm]
     https://ghfast.top/https://raw.githubusercontent.com/Kimentanm/aptv/master/m3u/iptv.m3u

151. [[Live] 综合直播]
     https://ghfast.top/https://raw.githubusercontent.com/develop202/migu_video/refs/heads/main/interface.txt

152. [[Live] IPV4]
     https://ghp.ci/raw.githubusercontent.com/MemoryCollection/IPTV/refs/heads/main/itvlist.txt

153. [[Live] IPV6①]
     https://ghp.ci/raw.githubusercontent.com/fanmingming/live/refs/heads/main/tv/m3u/ipv6.m3u

154. [[Live] IPV6②]
     https://ghp.ci/raw.githubusercontent.com/wwb521/live/refs/heads/main/tv.m3u

155. [[Live] V4聚合（卡顿请按左┃右键换线）]
     https://github.moeyy.xyz/https://raw.githubusercontent.com/wwb521/live/main/tv.m3u

156. [海外看、海外看(墙外)]
     https://haiwaikan.com/api.php/provide/vod

157. [豪华|点播、豪华资源]
     https://hhzyapi.com/api.php/provide/vod

158. [火狐|点播、💥┃火狐2K┃有广]
     https://hhzyapi.com/api.php/provide/vod/

159. [华为吧|点播]
     https://hw8.live/api.php/provide/vod/

160. [🍈考拉资源(官)]
     https://ikaola.tv/api.php/provide/vod/

161. [iKun资源、采集视频3]
     https://ikunzyapi.com/api.php/provide/vod

162. [ikun|点播]
     https://ikunzyapi.com/api.php/provide/vod/

163. [iKun资源]
     https://ikunzyapi.com/api.php/provide/vod/?ac=list

164. [IK、💥丨爱看2k丨微广]
     https://ikunzyapi.com/api.php/provide/vod/from/ikm3u8/

165. [爱奇艺资源]
     https://iqiyizyapi.com/api.php/provide/vod/

166. [小黄人|点播]
     https://iqyi.xiaohuangrentv.com/api.php/provide/vod/

167. [金鹰|点播]
     https://jinyingzy.com/api.php/provide/vod/

168. [黑木耳|点播]
     https://json02.heimuer.xyz/api.php/provide/vod/

169. [极速|点播]
     https://jszyapi.com/api.php/provide/vod

170. [极速、🎀极速┃采集]
     https://jszyapi.com/api.php/provide/vod/

171. [影视 | 极速[直连]、极速资源]
     https://jszyapi.com/api.php/provide/vod/?ac=list

172. [极速资源]
     https://jszyapi.com/api.php/provide/vod/at/json

173. [金鹰资源]
     https://jyzyapi.com/provide/vod/

174. [🐝金鹰资源]
     https://jyzyapi.com/provide/vod/at/xml

175. [成人51]
     https://kkzy.me/api.php/provide/vod/

176. [快看资源]
     https://kuaikan-api.com/api.php/provide/vod/from/kuaikanyun

177. [快云资源]
     https://kuaiyun-api.com/api.php/provide/vod/

178. [🔞乐播资源]
     https://lbapi9.com/api.php/provide/vod/

179. [🔞乐播]
     https://lbapi9.com/api.php/provide/vod/at/xml/

180. [乐视]
     https://leshizyapi.com/api.php/provide/vod/at/json/

181. [[Live] live.ipv6.m3u]
     https://live.fanmingming.com/tv/m3u/ipv6.m3u

182. [[Live] 体育频道IPV4]
     https://live.hacks.tools/tv/ipv4/categories/体育频道.m3u

183. [[Live] 儿童频道IPV4]
     https://live.hacks.tools/tv/ipv4/categories/儿童频道.m3u

184. [[Live] 其他频道IPV4]
     https://live.hacks.tools/tv/ipv4/categories/其他频道.m3u

185. [[Live] 卫视频道IPV4]
     https://live.hacks.tools/tv/ipv4/categories/卫视频道.m3u

186. [[Live] 地方频道IPV4]
     https://live.hacks.tools/tv/ipv4/categories/地方频道.m3u

187. [[Live] 央视频道IPV4]
     https://live.hacks.tools/tv/ipv4/categories/央视频道.m3u

188. [[Live] 电影频道IPV4]
     https://live.hacks.tools/tv/ipv4/categories/电影频道.m3u

189. [[Live] 体育频道ipv6]
     https://live.hacks.tools/tv/ipv6/categories/体育频道.m3u

190. [[Live] 儿童频道ipv6]
     https://live.hacks.tools/tv/ipv6/categories/儿童频道.m3u

191. [[Live] 其他频道ipv6]
     https://live.hacks.tools/tv/ipv6/categories/其他频道.m3u

192. [[Live] 卫视频道ipv6]
     https://live.hacks.tools/tv/ipv6/categories/卫视频道.m3u

193. [[Live] 地方频道ipv6]
     https://live.hacks.tools/tv/ipv6/categories/地方频道.m3u

194. [[Live] 央视频道ipv6]
     https://live.hacks.tools/tv/ipv6/categories/央视频道.m3u

195. [[Live] 电影频道ipv6]
     https://live.hacks.tools/tv/ipv6/categories/电影频道.m3u

196. [快龙影视]
     https://lz.118318.xyz/api.php/provide/vod/at/xml

197. [樱花|点播、樱花动漫]
     https://m3u8.apiyhzy.com/api.php/provide/vod/

198. [🐝飞速采集]
     https://m3u8.feisuzyapi.com/api.php/provide/vod/

199. [[Live] Json]
     https://mirror.ghproxy.com/https://raw.githubusercontent.com/FongMi/CatVodSpider/main/json/live.json

200. [[Live] live.fan]
     https://mirror.ghproxy.com/raw.githubusercontent.com/dxawi/0/main/tvlive.txt

201. [🈚私人影视]
     https://mov.cswklt.top/api.php/provide/vod/

202. [电视┃MTV]
     https://mv.wogg.link/mv/vod

203. [🍒木子看剧(官)]
     https://mzkj.maccms.cf/api.php/provide/vod/

204. [[Live] 范明明（需开启V6网络）]
     https://nos.netease.com/ysf/3d75a78a0fc7ede372c03598d6d10367.m3u

205. [OK|点播]
     https://okzyw9.com/api.php/provide/vod/

206. [飘零电影]
     https://p2100.net/api.php/provide/vod

207. [飘零|点播]
     https://p2100.net/api.php/provide/vod/

208. [四个圈]
     https://pg.fenwe078.cf/api.php/provide/vod/

209. [[Live] LIVE_Gather]
     https://raw.githubusercontent.com/YanG-1989/m3u/refs/heads/main/Gather.m3u

210. [[Live] LIVE_home]
     https://raw.githubusercontent.com/joevess/IPTV/refs/heads/main/home.m3u8

211. [闪电资源]
     https://sdzyapi.com/api.php/provide/vod/

212. [🔞鲨鱼影视]
     https://shayuapi.com/api.php/Seacms/vod/at/xml/

213. [[Live] B站直播]
     https://sub.ottiptv.cc/bililive.m3u

214. [[Live] 斗鱼一起看]
     https://sub.ottiptv.cc/douyuyqk.m3u

215. [[Live] 虎牙一起看]
     https://sub.ottiptv.cc/huyayqk.m3u

216. [[Live] YY轮播]
     https://sub.ottiptv.cc/yylunbo.m3u

217. [速博|点播]
     https://subocaiji.com/api.php/provide/vod/

218. [索尼、🦜索尼┃采集]
     https://suoniapi.com/api.php/provide/vod

219. [索尼、索尼|点播]
     https://suoniapi.com/api.php/provide/vod/

220. [影视 | 率率[直连]、索尼影视、索尼🐉蓝光]
     https://suoniapi.com/api.php/provide/vod/?ac=list

221. [影视 | 索尼[直连]]
     https://suoniapi.com/api.php/provide/vod/at/xml/

222. [✅索尼┃影视、索尼┃资源]
     https://suoniapi.com/api.php/provide/vod/from/snm3u8/

223. [🍀┃豆瓣精选]
     https://t4.secan.icu/vod?sites=all&ali_token=0c55c9f1c5cb4327ae2e51423276bb1e

224. [淘片资源采集网]
     https://taopianapi.com/cjapi/mc10/vod/json.html

225. [[Live] 佛系收集(EXO)、[Live] 佛系收集(IJK)]
     https://tv.iill.top/m3u/Gather

226. [[Live] 毒盒live]
     https://tv.youdu.fan:666/live/live.txt

227. [天涯资源]
     https://tyyszy.com/api.php/provide/vod/?ac=list

228. [天涯资源]
     https://tyyszyapi.com/api.php/provide/vod/

229. [天涯资源]
     https://tyyszyapi.com/api.php/provide/vod/at/?ac=list

230. [[Live] 24live]
     https://urlzf.zone.id/iptv-api/output/user_result.m3u

231. [timizy]
     https://vipcj.timizy.top/api.php/provide/vod/

232. [影视 | 小绵阳]
     https://vs.okcdn100.top/api.php/provide/vod

233. [卧龙资源、影视 | 卧龙资源[直连]]
     https://wolongzyw.com/api.php/provide/vod/?ac=list

234. [🐝39影视]
     https://www.39kan.com/api.php/provide/vod/

235. [小湿妹资源(已修复)]
     https://www.afasu.com/api/xml.php

236. [🍊多多资源(优)、🐶多多影视(优)]
     https://www.ddzyz1.com/api.php/provide/vod/

237. [飞速资源]
     https://www.feisuzy.com/api.php/provide/vod/

238. [飞速资源]
     https://www.feisuzyapi.com/api.php/provide/vod/

239. [香奶儿资源(已修复)]
     https://www.gdlsp.com/api/xml.php

240. [✅红牛┃资源、红牛|点播、红牛资源、🎀红牛┃采集、🐝红牛资源]
     https://www.hongniuzy2.com/api.php/provide/vod/

241. [红牛资源]
     https://www.hongniuzy2.com/api.php/provide/vod/at/josn/

242. [虎牙]
     https://www.huyaapi.com/api.php/provide/vod

243. [虎牙|点播]
     https://www.huyaapi.com/api.php/provide/vod/

244. [虎牙]
     https://www.huyaapi.com/api.php/provide/vod/?ac=list

245. [虎牙资源]
     https://www.huyaapi.com/api.php/provide/vod/at/json

246. [映迷影视]
     https://www.inmi.app/api.php/provide/vod/

247. [白嫖资源(已修复)]
     https://www.kxgav.com/api/xml.php

248. [艾旦影视]
     https://www.lovedan.net/api.php/provide/vod/

249. [🍹MBO 影视(聚)]
     https://www.mbomovie.com/api.php/provide/vod/at/xml/

250. [墨斗|点播]
     https://www.mdzyapi.com/api.php/provide/vod/

251. [魔都资源]
     https://www.mdzyapi.com/api.php/provide/vod/?ac=list

252. [美少女资源(已修复)]
     https://www.msnii.com/api/xml.php

253. [黄AV资源(已修复)、🔞PGX电影]
     https://www.pgxdy.com/api/xml.php

254. [花旗资源]
     https://www.seacms.org/api.php/provide/vod/?ac=list

255. [淘片资源]
     https://www.taopianzy.com/cjapi/mc/vod/json

256. [无忧影视]
     https://www.wyvod.com/api.php/provide/vod/

257. [香蕉资源]
     https://www.xiangjiaozyw.com/api.php/provide/vod/at/xml/

258. [成人66、淫水机资源(已修复)]
     https://www.xrbsp.com/api/xml.php

259. [🍇M3U8资源(官)]
     https://www.zycaiji.net:7788/api.php/provide/vod/

260. [📺PPTV（官）]
     https://www.zycaiji.net:7788/api.php/provide/vod/from/pptv/at/xml/

261. [👑优酷（官）]
     https://www.zycaiji.net:7788/api.php/provide/vod/from/youku/at/xml/

262. [旺旺短剧]
     https://wwzy.tv/api.php/provide/vod/?ac=list

263. [杏吧资源]
     https://xingba222.com/api.php/provide/vod/at/xml

264. [享看资源]
     https://xkanzy.com/api.php/provide/vod/

265. [🐼闪电资源网]
     https://xsd.sdzyapi.com/api.php/provide/vod/

266. [闪电资源]
     https://xsd.sdzyapi.com/api.php/provide/vod/?ac=list

267. [A站｜星源]
     https://xy.183933.xyz/php/acfun.php/provide/vod

268. [酷我｜音乐]
     https://xy.183933.xyz/php/kuwo.php/provide/vod

269. [小乐｜星源]
     https://xy.183933.xyz/php/ls.php/vod

270. [咪咕｜音乐]
     https://xy.183933.xyz/php/miguyy.php/provide/vod

271. [移动｜星源]
     https://xy.183933.xyz/php/pt.php/provide/vod/

272. [小咕｜星源]
     https://xy.183933.xyz/php/咪咕.php

273. [幸资源]
     https://xzybb1.com/api.php/provide/vod/at/xml

274. [🍳┃咪酷┃影视]
     https://yingke.yibowang.asia/api.php/provide/vod

275. [鱼乐资源]
     https://ylzy11.com/api.php/provide/vod/

276. [宝片|点播]
     https://zpsps.com/api.php/provide/vod/

277. [🦆北雁资源]
     https://zy.beiyan.cc:4433/api.php/provide/vod/

278. [影视 | 金蝉]
     https://zy.jinchancaiji.com/api.php/provide/vod

279. [789采集]
     https://zy.jinchancaiji.com/api.php/provide/vod/

